engelman_met_id,PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID_UPDATED,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,KEGG,HMDB
met39379,2717,glycoursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,39379,LC/MS Neg,100002911,5033,448.3068,64480-66-6,12310288,,HMDB00708
met39789,3913,glycyrrhetinate,Xenobiotics,Food Component/Plant,39789,LC/MS Pos Late,100002856,1494,471.3469,471-53-4,18526330,C02283,HMDB11628
met46111,3621,guaiacol sulfate,Xenobiotics,Benzoate Metabolism,46111,LC/MS Neg,100004208,2344,203.002,,22473,,HMDB60013
met43802,387,guanidinoacetate,Amino Acid,Creatine Metabolism,43802,LC/MS Polar,344,2884,116.0466,352-97-6,763,C00581,HMDB00128
met32446,415,guanidinosuccinate,Amino Acid,Guanidino and Acetamido Metabolism,32446,LC/MS Polar,100001212,3550,174.052,6133-30-8,97856,C03139,HMDB03157
met46957,3508,gulonate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,46957,LC/MS Polar,100001586,2750,195.051,20246-53-1,9794176,C00257,HMDB03290
met41754,3546,heme,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,41754,LC/MS Pos Late,100001386,1124,616.1762,14875-96-8,26945,C00032,HMDB03178
met57658,1192,heneicosapentaenoate (21:5n3),Lipid,Polyunsaturated Fatty Acid (n3 and n6),57658,LC/MS Neg,100015797,5514,315.233,24257-10-1,11998573,,
met1644,1145,heptanoate (7:0),Lipid,Medium Chain Fatty Acid,1644,LC/MS Neg,925,3670,129.0921,111-14-8,8094,C17714,HMDB00666
met61866,1298,heptenedioate (C7:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61866,LC/MS Polar,100019981,2816,157.0506,,,,
met57652,1193,hexadecadienoate (16:2n6),Lipid,Polyunsaturated Fatty Acid (n3 and n6),57652,LC/MS Neg,100009394,5398,251.2017,28290-73-5,,,HMDB00477
met35678,1310,hexadecanedioate (C16-DC),Lipid,"Fatty Acid, Dicarboxylate",35678,LC/MS Neg,100001614,4615,285.2071,505-54-4,10459,C19615,HMDB00672
met57428,2399,hexadecasphingosine (d16:1)*,Lipid,Sphingolipid Metabolism,57428,LC/MS Pos Late,100015723,1289,272.2584,,,,
met61862,1312,hexadecenedioate (C16:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61862,LC/MS Neg,100019975,4380,283.1915,,,,
met32328,1400,hexanoylcarnitine (C6),Lipid,Fatty Acid Metabolism(Acyl Carnitine),32328,LC/MS Pos Early,100000781,3308,260.1856,6920-35-0,6426853,,HMDB00705
met54907,1375,hexanoylglutamine,Lipid,Fatty Acid Metabolism (Acyl Glutamine),54907,LC/MS Neg,100001733,2780,243.135,,,,
met35436,1382,hexanoylglycine,Lipid,Fatty Acid Metabolism(Acyl Glycine),35436,LC/MS Neg,100001527,2900,172.0979,24003-67-6,99463,,HMDB00701
met15753,3589,hippurate,Xenobiotics,Benzoate Metabolism,15753,LC/MS Neg,100000014,2106.9,178.051,495-69-2,464,C01586,HMDB00714
met59,64,histidine,Amino Acid,Histidine Metabolism,59,LC/MS Neg,355,755.9,154.0622,5934-29-2,6274,C00135,HMDB00177
met22137,362,homoarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,22137,LC/MS Pos Early,100000961,2882,189.1346,156-86-5,9085,C01924,HMDB00670
met22138,363,homocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,22138,LC/MS Pos Early,100000963,1908,190.1186,1190-49-4,65072,C02427,HMDB00679
met33009,3918,homostachydrine*,Xenobiotics,Food Component/Plant,33009,LC/MS Pos Early,100001550,1750,158.1176,1195-94-4,441447,C08283,HMDB33433
met57711,831,HWESASXX*,Peptide,Polypeptide,57711,LC/MS Neg,100001327,3722,940.4534,,,,
met40473,70,hydantoin-5-propionic acid,Amino Acid,Histidine Metabolism,40473,LC/MS Polar,100002514,2080,171.0411,5624-26-0,782,C05565,HMDB01212
met39625,4371,hydrochlorothiazide,Xenobiotics,Drug - Cardiovascular,39625,LC/MS Neg,100002734,2046,295.9572,58-93-5,3639,C07041,HMDB01928
met35322,4515,hydroquinone sulfate,Xenobiotics,Drug - Topical Agents,35322,LC/MS Neg,100001604,1395,188.9863,123-31-9,161220,C00530,HMDB02434
met62060,40,hydroxyasparagine**,Amino Acid,Alanine and Aspartate Metabolism,62060,LC/MS Pos Early,100020205,1149,149.0557,,,,
met32882,4466,hydroxybupropion,Xenobiotics,Drug - Psychoactive,32882,LC/MS Neg,100001309,5084,254.0953,,446,,HMDB12235
met38661,3692,hydroxycotinine,Xenobiotics,Tobacco Metabolite,38661,LC/MS Pos Early,100002717,2030,193.0972,34834-67-8,10219774,,HMDB01390
met43580,4404,hydroxypioglitazone (M-IV),Xenobiotics,Drug - Metabolic,43580,LC/MS Pos Late,100004177,665,373.1217,146062-44-4,,,
met590,345,hypotaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",590,LC/MS Pos Early,358,724,110.027,300-84-5,107812,C00519,HMDB00965
met3127,3311,hypoxanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3127,LC/MS Pos Early,171,1295,137.0458,68-94-0,790,C00262,HMDB00157
met32426,3551,I-urobilinogen,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,32426,LC/MS Neg,100001226,4190,591.3188,14684-37-8,26818,C05790,HMDB04157
met17799,4213,ibuprofen,Xenobiotics,"Drug - Analgesics, Anesthetics",17799,LC/MS Neg,1487,4925,205.1234,15687-27-1,3672,D00126,HMDB01925
met38366,4218,ibuprofen acyl glucuronide,Xenobiotics,"Drug - Analgesics, Anesthetics",38366,LC/MS Neg,100002406,4976,381.1555,115075-59-7,163959,,
met15716,75,imidazole lactate,Amino Acid,Histidine Metabolism,15716,LC/MS Pos Early,100000263,2040,157.0608,14403-45-3,440129,C05568,HMDB02320
met40730,73,imidazole propionate,Amino Acid,Histidine Metabolism,40730,LC/MS Pos Early,100003434,2263,141.0659,1074-59-5,70630,,HMDB02271
met21025,4655,iminodiacetate (IDA),Xenobiotics,Chemical,21025,LC/MS Pos Early,100000900,808,134.0448,142-73-4,8897,C19911,HMDB11753
met38116,242,indole-3-carboxylic acid,Amino Acid,Tryptophan Metabolism,38116,LC/MS Neg,100002185,1710,160.0404,771-50-6,69867,C19837,HMDB03320
met27513,235,indoleacetate,Amino Acid,Tryptophan Metabolism,27513,LC/MS Neg,100001034,2200,174.0561,6505-45-9,802,C00954,HMDB00197
met42087,239,indoleacetylglutamine,Amino Acid,Tryptophan Metabolism,42087,LC/MS Neg,100001731,2535,302.1146,,25200879,,HMDB13240
met18349,234,indolelactate,Amino Acid,Tryptophan Metabolism,18349,LC/MS Neg,100000463,2286,204.0666,832-97-3,92904,C02043,HMDB00671
met32405,237,indolepropionate,Amino Acid,Tryptophan Metabolism,32405,LC/MS Neg,100001083,2795,188.0717,830-96-6,3744,,HMDB02302
met43374,3922,indolin-2-one,Xenobiotics,Food Component/Plant,43374,LC/MS Pos Early,100004318,2575,134.06,59-48-3,321710,C12312,
met1123,3310,inosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1123,LC/MS Neg,361,1602.1,267.0735,58-63-9,6021,C00294,HMDB00195
met33441,310,isobutyrylcarnitine (C4),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",33441,LC/MS Pos Early,100001055,2810,232.1543,25518-49-4,168379,,HMDB00736
met48997,4072,isoeugenol sulfate,Xenobiotics,Food Component/Plant,48997,LC/MS Neg,100006089,3893,243.0333,,,,
met1125,284,isoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1125,LC/MS Pos Early,376,2800,132.1019,73-32-5,6306,C00407,HMDB00172
met57577,2716,isoursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,57577,LC/MS Neg,100002488,4809,391.2854,78919-26-3,127601,C17662,HMDB00686
met44656,259,isovalerate (i5:0),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",44656,LC/MS Neg,100000708,1564,101.0608,503-74-2,10430,C08262,HMDB00718
met34407,261,isovalerylcarnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",34407,LC/MS Pos Early,100001393,3085,246.17,31023-24-2,6426851,,HMDB00688
met35107,260,isovalerylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35107,LC/MS Neg,100001452,1950,158.0823,16284-60-9,546304,,HMDB00678
met43579,4403,ketopioglitazone,Xenobiotics,Drug - Metabolic,43579,LC/MS Pos Early,100004176,3335,371.106,146062-45-5,,,
met1417,218,kynurenate,Amino Acid,Tryptophan Metabolism,1417,LC/MS Neg,98,2224,188.0353,492-27-3,3845,C01717,HMDB00715
met15140,214,kynurenine,Amino Acid,Tryptophan Metabolism,15140,LC/MS Pos Early,100000265,2739,209.0921,2922-83-0,161166,C00328,HMDB00684
met40173,3553,L-urobilin,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,40173,LC/MS Pos Late,100002568,901,595.349,34217-90-8,5280818,C05793,HMDB04159
met527,925,lactate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",527,LC/MS Polar,482,1468.8,89.0244,79-33-4,612,C00186,HMDB00190
met57422,2403,lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*,Lipid,Sphingolipid Metabolism,57422,LC/MS Pos Late,100015623,3842,946.7189,,,,
met57370,2467,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,Lipid,Ceramides,57370,LC/MS Pos Late,100015620,3778,972.7346,,,,
met53010,2465,lactosyl-N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Ceramides,53010,LC/MS Pos Late,100009030,2527,862.625,4201-62-1,,,
met54762,4443,lamotrigine,Xenobiotics,Drug - Neurological,54762,LC/MS Pos Early,100009390,3379,256.0151,,3878,D00354,"HMDB14695,HMDB05043"
met42002,4657,lanthionine,Xenobiotics,Chemical,42002,LC/MS Pos Early,100003892,1730,209.0591,468821,98504,,
met1645,1151,laurate (12:0),Lipid,Medium Chain Fatty Acid,1645,LC/MS Neg,181,5300,199.1704,143-07-7,3893,C02679,HMDB00638
met34534,1407,laurylcarnitine (C12),Lipid,Fatty Acid Metabolism(Acyl Carnitine),34534,LC/MS Pos Late,100001392,1235,344.2795,25518-54-1,10427569,,HMDB02250
met60,250,leucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",60,LC/MS Pos Early,397,2864,132.1019,61-90-5,6106,C00123,HMDB00687
met57641,4444,levetiracetam,Xenobiotics,Drug - Neurological,57641,LC/MS Pos Early,100015873,1925,171.1128,102767-28-2,5284583,"D00709,C07841",
met35661,4236,lidocaine,Xenobiotics,"Drug - Analgesics, Anesthetics",35661,LC/MS Pos Early,100001538,3250,235.1805,137-58-6,3676,D00358,HMDB14426
met57330,2364,lignoceroyl sphingomyelin (d18:1/24:0),Lipid,Sphingolipid Metabolism,57330,LC/MS Pos Late,100006298,3437,815.7001,60037-60-7,,,
met57515,1441,lignoceroylcarnitine (C24)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),57515,LC/MS Pos Late,100015834,1603,512.4673,,,,
met1105,1205,linoleate (18:2n6),Lipid,Polyunsaturated Fatty Acid (n3 and n6),1105,LC/MS Neg,180,5535,279.233,60-33-3,5280450,C01595,HMDB00673
met34035,1207,linolenate [alpha or gamma; (18:3n3 or 6)],Lipid,Polyunsaturated Fatty Acid (n3 and n6),34035,LC/MS Neg,100001337,5450,277.2173,,5280934,C06426,HMDB03073
met57511,1414,linolenoylcarnitine (C18:3)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),57511,LC/MS Pos Late,100015831,1310,422.3265,,,,
met54955,2317,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,Lipid,Diacylglycerol,54955,LC/MS Pos Late,100010922,2566,658.5405,,,,HMDB07257
met54956,2318,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,Lipid,Diacylglycerol,54956,LC/MS Pos Late,100010923,2624,658.5405,,,,HMDB07257
met54968,2307,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,Lipid,Diacylglycerol,54968,LC/MS Pos Late,100010941,2689,634.5405,,,,HMDB07248
met46223,1413,linoleoylcarnitine (C18:2)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),46223,LC/MS Pos Late,100003151,1430,424.3421,36816-10-1,6450015,,HMDB06469
met57463,1464,linoleoylcholine*,Lipid,Fatty Acid Metabolism (Acyl Choline),57463,LC/MS Pos Late,100015760,1388,366.3367,,,,
met54787,4380,lisinopril,Xenobiotics,Drug - Cardiovascular,54787,LC/MS Neg,100009389,2617,404.2191,76547-98-3,3937,,
met1301,90,lysine,Amino Acid,Lysine Metabolism,1301,LC/MS Pos Early,407,2850,147.1128,56-87-1,5962,C00047,HMDB00182
met1303,1112,malate,Energy,TCA Cycle,1303,LC/MS Neg,409,615.6,133.0143,6915-15-7,525,C00149,HMDB00156
met20676,1296,maleate,Lipid,"Fatty Acid, Dicarboxylate",20676,LC/MS Polar,100000707,2640,115.0037,110-16-7,444266,C01384,HMDB00176
met37059,1128,malonylcarnitine,Lipid,Fatty Acid Synthesis,37059,LC/MS Pos Early,100001526,2086,248.1129,853728-01-5,22833583,,HMDB02095
met15586,978,maltose,Carbohydrate,Glycogen Metabolism,15586,LC/MS Polar,913,3329.4,387.1144,6363-53-7,10991489,C00208,HMDB00163
met44688,975,maltotriose,Carbohydrate,Glycogen Metabolism,44688,LC/MS Neg,100000276,812,503.1618,1109-28-0,439586,C01835,HMDB01262
met46142,1023,mannitol/sorbitol,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",46142,LC/MS Polar,100001740,2320,181.0718,,5780,C00794,HMDB00247
met48153,1024,mannose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",48153,LC/MS Polar,803,2200,225.0616,3458-28-4,18950,C00159,HMDB00169
met1121,1162,margarate (17:0),Lipid,Long Chain Fatty Acid,1121,LC/MS Neg,891,5731,269.2486,506-12-7,10465,,HMDB02259
met57512,1442,margaroylcarnitine (C17)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),57512,LC/MS Pos Late,100004054,1424,414.3578,106182-29-0,,,HMDB06210
met57807,4556,meclizine,Xenobiotics,Drug - Other,57807,LC/MS Pos Late,100015778,1183,391.1936,569-65-3,4034,"C07116,D08163",HMDB14875
met21093,4445,meprobamate,Xenobiotics,Drug - Neurological,21093,LC/MS Pos Early,100000735,2994,219.1339,57-53-4,4064,D00376,HMDB14515
met38306,4402,metformin,Xenobiotics,Drug - Metabolic,38306,LC/MS Pos Early,100002405,2817,130.1087,1115-70-4,4091,C07151,HMDB01921
met1302,316,methionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1302,LC/MS Pos Early,415,2526,150.0583,63-68-3,6137,C00073,HMDB00696
met44878,320,methionine sulfone,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",44878,LC/MS Pos Early,100004635,1250,182.0482,820-10-0,69961,,
met18374,321,methionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",18374,LC/MS Pos Early,100000039,1272,166.0533,3226-65-1,158980,C02989,HMDB02005
met18486,4329,methotrexate,Xenobiotics,Drug - Antineoplastic,18486,LC/MS Neg,100000081,2310,453.164,59-05-2,126941,C01937,HMDB14703
met46144,4034,methyl glucopyranoside (alpha + beta),Xenobiotics,Food Component/Plant,46144,LC/MS Neg,100005864,1070,193.0718,,,,
met1584,3944,methyl indole-3-acetate,Xenobiotics,Food Component/Plant,1584,LC/MS Pos Early,1104,3380,190.0863,1912-33-0,74706,,HMDB29738
met48429,3649,methyl-4-hydroxybenzoate sulfate,Xenobiotics,Benzoate Metabolism,48429,LC/MS Neg,100006116,2873,230.9969,,,,
met1496,1374,methylmalonate (MMA),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1496,LC/MS Polar,418,3078.4,117.0193,516-05-2,487,C02170,HMDB00202
met61873,4661,methylnaphthyl sulfate (2)*,Xenobiotics,Chemical,61873,LC/MS Neg,100020006,4163,237.0227,,,,
met15745,298,methylsuccinate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15745,LC/MS Polar,2051,2800,131.035,498-21-5,10349,,HMDB01844
met53031,299,methylsuccinoylcarnitine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",53031,LC/MS Pos Early,100009275,2589,276.1442,,,,
met18037,4353,metoprolol,Xenobiotics,Drug - Cardiovascular,18037,LC/MS Pos Early,2028,3312,268.1907,56392-17-7,4171,D02358,HMDB01932
met34109,4354,metoprolol acid metabolite*,Xenobiotics,Drug - Cardiovascular,34109,LC/MS Pos Early,100001385,2950,268.1543,56392-14-4,62936,,
met57642,4290,metronidazole,Xenobiotics,Drug - Antibiotic,57642,LC/MS Pos Early,100015878,2046,172.0717,73334-05-1,4173,D00409,HMDB15052
met54792,4320,mycophenolic acid glucuronide,Xenobiotics,"Drug - Antiinflammatory, Immunosuppressant",54792,LC/MS Pos Early,100009254,3095,514.1919,,6442661,,
met1124,1659,myo-inositol,Lipid,Inositol Metabolism,1124,LC/MS Polar,363,3506.3,225.0616,87-89-8,892,C00137,HMDB00211
met1365,1154,myristate (14:0),Lipid,Long Chain Fatty Acid,1365,LC/MS Neg,519,5440,227.2017,544-63-8,11005,C06424,HMDB00806
met32418,1155,myristoleate (14:1n5),Lipid,Long Chain Fatty Acid,32418,LC/MS Neg,100001198,5346.9,225.186,544-64-9,5281119,C08322,HMDB02000
met48182,1418,myristoleoylcarnitine (C14:1)*,Lipid,Fatty Acid Metabolism(Acyl Carnitine),48182,LC/MS Pos Late,100006051,1316,370.2947,889848-55-9,90659872,,
met57365,2357,myristoyl dihydrosphingomyelin (d18:0/14:0)*,Lipid,Sphingolipid Metabolism,57365,LC/MS Pos Late,100009038,2060,677.5592,,,,HMDB12085
met57407,2275,myristoyl-linoleoyl-glycerol (14:0/18:2) [1]*,Lipid,Diacylglycerol,57407,LC/MS Pos Late,100015683,2679,582.5092,,,,
met33952,1408,myristoylcarnitine (C14),Lipid,Fatty Acid Metabolism(Acyl Carnitine),33952,LC/MS Pos Late,100001270,1350,372.3108,18822-89-4,6426854,,HMDB05066
met52358,4471,"N,O-didesmethylvenlafaxine glucuronide",Xenobiotics,Drug - Psychoactive,52358,LC/MS Neg,100006001,2639,424.1977,1021933-99-2,,,HMDB61167
met31536,3947,N-(2-furoyl)glycine,Xenobiotics,Food Component/Plant,31536,LC/MS Neg,100001086,1525,168.0302,5657-19-2;5657-19-2,21863,,HMDB00439
met48680,4281,N-acetyl sulfapyridine,Xenobiotics,Drug - Antibiotic,48680,LC/MS Pos Early,100006229,2146,292.075,19077-98-6,58638,,
met43255,69,N-acetyl-1-methylhistidine*,Amino Acid,Histidine Metabolism,43255,LC/MS Pos Early,100004299,2100,212.1028,,193270,,
met62059,1357,N-acetyl-2-aminooctanoate*,Lipid,"Fatty Acid, Amino",62059,LC/MS Neg,100020204,3943,200.1292,,95555,,HMDB59745
met43256,68,N-acetyl-3-methylhistidine*,Amino Acid,Histidine Metabolism,43256,LC/MS Pos Early,100002204,2056,212.103,37841-04-6,193270,,
met37432,3422,N-acetyl-beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",37432,LC/MS Neg,100002102,773,130.051,3025-95-4,76406,C01073,
met47136,4042,N-acetyl-S-allyl-L-cysteine,Xenobiotics,Food Component/Plant,47136,LC/MS Neg,100005818,2237,202.0543,23127-41-5,152467,,
met1585,30,N-acetylalanine,Amino Acid,Alanine and Aspartate Metabolism,1585,LC/MS Polar,1110,1564.8,130.051,97-69-8,88064,C02847,HMDB00766
met45404,3828,N-acetylalliin,Xenobiotics,Food Component/Plant,45404,LC/MS Neg,100005367,1467,218.0493,,,,
met33953,368,N-acetylarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,33953,LC/MS Pos Early,100001266,2245,217.1295,155-84-0,67427,C02562,HMDB04620
met33942,39,N-acetylasparagine,Amino Acid,Alanine and Aspartate Metabolism,33942,LC/MS Polar,100001257,2250,173.0568,4033-40-3,99715,,HMDB06028
met22185,35,N-acetylaspartate (NAA),Amino Acid,Alanine and Aspartate Metabolism,22185,LC/MS Neg,100000787,620.5,174.0408,997-55-7;997-55-7,65065,C01042,HMDB00812
met43488,78,N-acetylcarnosine,Amino Acid,Histidine Metabolism,43488,LC/MS Neg,100004046,1235,267.1099,56353-15-2,9903482,,HMDB12881
met48434,369,N-acetylcitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,48434,LC/MS Neg,100001577,940,216.099,33965-42-3,656979,C15532,HMDB00856
met46539,1096,N-acetylglucosamine/N-acetylgalactosamine,Carbohydrate,Aminosugar Metabolism,46539,LC/MS Pos Early,100006435,715,222.0972,,24139,,HMDB00215
met48149,1093,N-acetylglucosaminylasparagine,Carbohydrate,Aminosugar Metabolism,48149,LC/MS Pos Early,1215,1212,336.1402,2776-93-4,123826,C04540,HMDB00489
met15720,44,N-acetylglutamate,Amino Acid,Glutamate Metabolism,15720,LC/MS Polar,100000282,3106,188.0564,1430871,70914,C00624,HMDB01138
met33943,45,N-acetylglutamine,Amino Acid,Glutamate Metabolism,33943,LC/MS Polar,100001253,2140,187.0724,2490-97-3,182230,C02716,HMDB06029
met27710,2,N-acetylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",27710,LC/MS Pos Early,100001006,826,118.0499,543-24-8,10972,,HMDB00532
met33946,67,N-acetylhistidine,Amino Acid,Histidine Metabolism,33946,LC/MS Polar,100001293,2088,196.0728,39145-52-3,75619,C02997,HMDB32055
met33967,286,N-acetylisoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",33967,LC/MS Neg,100001276,2325,172.0979,3077-46-1,2802421,,HMDB61684
met48757,216,N-acetylkynurenine (2),Amino Acid,Tryptophan Metabolism,48757,LC/MS Pos Early,100006378,2364,251.1026,,,,
met1587,251,N-acetylleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1587,LC/MS Neg,1082,2400,172.0979,1188-21-2,70912,C02710,HMDB11756
met1589,317,N-acetylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1589,LC/MS Neg,1083,1787,190.0543,65-82-7,448580,C02712,HMDB11745
met32377,1082,N-acetylneuraminate,Carbohydrate,Aminosugar Metabolism,32377,LC/MS Polar,1162,3072.6,308.0987,131-48-6,439197,C00270,HMDB00230
met33950,116,N-acetylphenylalanine,Amino Acid,Phenylalanine Metabolism,33950,LC/MS Neg,100001256,2597,206.0823,2018-61-3,74839,C03519,HMDB00512
met37496,406,N-acetylputrescine,Amino Acid,Polyamine Metabolism,37496,LC/MS Pos Early,192,2230,131.1179,18233-70-0,122356,C02714,HMDB02064
met37076,10,N-acetylserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",37076,LC/MS Polar,100001851,2000,146.0459,97-14-3,65249,,HMDB02931
met48187,347,N-acetyltaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",48187,LC/MS Neg,100005466,800,166.018,,159864,,
met33939,17,N-acetylthreonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",33939,LC/MS Pos Early,100001274,1040,162.0761,17093-74-2,152204,,
met33959,204,N-acetyltryptophan,Amino Acid,Tryptophan Metabolism,33959,LC/MS Neg,100001254,2630,245.0932,1218-34-4,700653,C03137,HMDB13713
met32390,132,N-acetyltyrosine,Amino Acid,Tyrosine Metabolism,32390,LC/MS Neg,100001104,1680,222.0772,537-55-3,68310,,HMDB00866
met1591,305,N-acetylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1591,LC/MS Neg,1084,1704,158.0823,96-81-1,66789,,HMDB11757
met52340,33,N-carbamoylalanine,Amino Acid,Alanine and Aspartate Metabolism,52340,LC/MS Pos Early,100006369,950,133.0608,77340-50-2,426409,,
met43249,371,N-delta-acetylornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,43249,LC/MS Polar,100004523,2719.9,173.0932,,9920500,,
met33080,4237,N-ethylglycinexylidide,Xenobiotics,"Drug - Analgesics, Anesthetics",33080,LC/MS Pos Early,100001539,3209,207.1492,7728-40-7,24415,C16561,HMDB60656
met43549,220,N-formylanthranilic acid,Amino Acid,Tryptophan Metabolism,43549,LC/MS Neg,100004561,2150,164.0353,3342-77-6,101399,C05653,HMDB04089
met2829,318,N-formylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",2829,LC/MS Neg,194,1543.8,176.0387,4289-98-9,439750,C03145,HMDB01015
met48433,183,N-formylphenylalanine,Amino Acid,Tyrosine Metabolism,48433,LC/MS Neg,100006056,2360,192.0666,13200-85-6,759256,,
met62068,375,N-methylhydroxyproline**,Amino Acid,Urea cycle; Arginine and Proline Metabolism,62068,LC/MS Pos Early,100020215,1145,146.0812,,,,
met47101,4174,N-methylpipecolate,Xenobiotics,Bacterial/Fungal,47101,LC/MS Pos Early,100005383,1932,144.1019,41447-17-0,11286529,,
met37431,381,N-methylproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,37431,LC/MS Pos Early,100001956,1335,130.0863,475-11-6,557,,
met42989,348,N-methyltaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",42989,LC/MS Polar,100004056,1650,138.023,107-68-6,7882,,
met57664,1655,N-oleoylserine,Lipid,Endocannabinoid,57664,LC/MS Neg,100015641,5600,368.2806,,,,
met39732,1638,N-oleoyltaurine,Lipid,Endocannabinoid,39732,LC/MS Neg,100003119,5610,388.2527,52514-04-2,6437033,,
met57430,2400,N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,Lipid,Sphingolipid Metabolism,57430,LC/MS Pos Late,100015731,2645,524.5037,,,,
met52604,2347,N-palmitoyl-sphinganine (d18:0/16:0),Lipid,Sphingolipid Metabolism,52604,LC/MS Pos Late,100009028,3090,540.535,5966-29-0,5283572,,HMDB11760
met44877,2445,N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Ceramides,44877,LC/MS Pos Late,1518,2893,538.5194,24696-26-2,5283564,,HMDB04949
met42092,1387,N-palmitoylglycine,Lipid,Fatty Acid Metabolism(Acyl Glycine),42092,LC/MS Neg,100003686,5580,312.2544,2441-41-0,151008,,HMDB13034
met57417,2448,N-stearoyl-sphingadienine (d18:2/18:0)*,Lipid,Ceramides,57417,LC/MS Pos Late,100015632,2846,564.535,,,,
met54979,2447,N-stearoyl-sphingosine (d18:1/18:0)*,Lipid,Ceramides,54979,LC/MS Pos Late,1547,3392,566.5507,104404-17-3,5283565,,HMDB04950
met57687,114,N-trimethyl 5-aminovalerate,Amino Acid,Lysine Metabolism,57687,LC/MS Pos Early,100015962,2186,160.1332,,,,
met40469,3483,N1-Methyl-2-pyridone-5-carboxamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,40469,LC/MS Neg,100001468,1668,151.0513,701-44-0,69698,C05842,HMDB04193
met15650,3340,N1-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",15650,LC/MS Pos Early,1242,2120,282.1197,15763-06-1,27476,C02494,HMDB03331
met48351,3317,N1-methylinosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",48351,LC/MS Pos Early,100001409,1430,283.1037,20245-33-4,65095,,HMDB02721
met35137,3376,"N2,N2-dimethylguanosine",Nucleotide,"Purine Metabolism, Guanine containing",35137,LC/MS Pos Early,100001412,2210,312.1303,2140-67-2,92919,,HMDB04824
